time,ntime,latitude,nlatitude,longitude,nlongitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-02-08T02:38:05.494Z,2019-02-08 02:38:05,64.675,154.675,-149.1551,30.8449,11.9,0.2,ml,,,,0.38,ak,ak0191sjdfh0,2019-02-08T16:52:16.021Z,"10km N of North Nenana, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-02-08T02:35:10.400Z,2019-02-08 02:35:10,19.3761667,109.3761667,-155.5935,24.4065,10.8,2.53,ml,52,39,0.04165,0.11,hv,hv70803511,2019-02-08T03:33:38.040Z,"22km NNW of Pahala, Hawaii",earthquake,0.23,0.28,0.162,30,reviewed,hv,hv
2019-02-08T02:26:01.340Z,2019-02-08 02:26:01,34.7021667,124.7021667,-116.2865,63.7135,2.59,1.61,ml,15,62,0.113,0.12,ci,ci37524922,2019-02-08T16:30:36.026Z,"12km W of Ludlow, CA",earthquake,0.21,0.43,0.15,25,reviewed,ci,ci
2019-02-08T02:20:44.530Z,2019-02-08 02:20:45,34.105,124.105,-118.4841667,61.5158333,3.25,2.57,ml,93,35,0.02419,0.25,ci,ci37524770,2019-02-09T09:24:11.426Z,"6km SSW of Sherman Oaks, CA",earthquake,0.17,0.23,0.175,102,reviewed,ci,ci
2019-02-08T02:20:30.161Z,2019-02-08 02:20:30,61.4659,151.4659,-149.9365,30.0635,32.2,1.5,ml,,,,0.83,ak,ak0191sj9r47,2019-02-08T02:26:56.698Z,"6km S of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-08T02:09:37.290Z,2019-02-08 02:09:37,18.1715,108.1715,-67.894,112.106,116,2.57,md,6,191,0.5956,0.53,pr,pr2019039002,2019-02-08T06:24:24.724Z,"70km SE of Punta Cana, Dominican Republic",earthquake,6.92,3.68,0.26,6,reviewed,pr,pr
2019-02-08T01:58:55.667Z,2019-02-08 01:58:56,60.0013,150.0013,-147.4191,32.5809,196.5,1.9,ml,,,,1.23,ak,ak0191siwmnd,2019-02-08T02:02:40.487Z,"87km NW of Middleton Island, Alaska",earthquake,,1.5,,,automatic,ak,ak
2019-02-08T01:58:15.002Z,2019-02-08 01:58:15,61.4146,151.4146,-149.9943,30.0057,39.2,1.8,ml,,,,0.5,ak,ak0191siwfjh,2019-02-08T02:04:21.141Z,"12km S of Big Lake, Alaska",earthquake,,1.1,,,automatic,ak,ak
2019-02-08T01:57:09.740Z,2019-02-08 01:57:10,34.6975,124.6975,-116.279,63.721,1.98,2.94,ml,27,59,0.1062,0.13,ci,ci37524762,2019-02-08T18:53:39.440Z,"11km WSW of Ludlow, CA",earthquake,0.14,0.34,0.117,92,reviewed,ci,ci
2019-02-08T01:56:29.700Z,2019-02-08 01:56:30,34.7001667,124.7001667,-116.2806667,63.7193333,2.36,1.93,ml,20,59,0.1079,0.18,ci,ci37524754,2019-02-08T16:30:56.890Z,"11km WSW of Ludlow, CA",earthquake,0.28,0.59,0.144,25,reviewed,ci,ci
2019-02-08T01:55:38.430Z,2019-02-08 01:55:38,34.7011667,124.7011667,-116.2808333,63.7191667,2.64,1.53,ml,12,85,0.1082,0.1,ci,ci37524746,2019-02-08T16:31:09.974Z,"11km WSW of Ludlow, CA",earthquake,0.2,0.43,0.134,26,reviewed,ci,ci
2019-02-08T01:52:31.640Z,2019-02-08 01:52:32,34.6993333,124.6993333,-116.2775,63.7225,2,2.73,ml,27,59,0.1052,0.15,ci,ci37524730,2019-02-08T18:53:47.999Z,"11km WSW of Ludlow, CA",earthquake,0.16,0.36,0.121,106,reviewed,ci,ci
2019-02-08T01:46:52.260Z,2019-02-08 01:46:52,46.48733333,136.4873333,-122.5133333,57.4866667,-1.11,1.01,ml,13,325,,0.11,uw,uw61511192,2019-02-08T17:57:15.540Z,"19km WSW of Morton, Washington",explosion,0.87,31.61,0.138298342,12,reviewed,uw,uw
2019-02-08T01:25:41.330Z,2019-02-08 01:25:41,33.505,123.505,-116.7873333,63.2126667,3.86,0.44,ml,22,45,0.01313,0.18,ci,ci37524714,2019-02-08T16:31:23.221Z,"10km NE of Aguanga, CA",earthquake,0.26,0.68,0.111,14,reviewed,ci,ci
2019-02-08T01:11:06.799Z,2019-02-08 01:11:07,61.4247,151.4247,-150.0797,29.9203,35.5,1.5,ml,,,,0.37,ak,ak0191simc9b,2019-02-08T01:15:40.306Z,"12km SSW of Big Lake, Alaska",earthquake,,1.9,,,automatic,ak,ak
2019-02-08T01:05:42.870Z,2019-02-08 01:05:43,19.1728,109.1728,-68.271,111.729,43,2.31,md,3,232,0.6681,0.45,pr,pr2019039001,2019-02-08T06:24:11.340Z,"66km NNE of Punta Cana, Dominican Republic",earthquake,11.72,25.06,0.59,3,reviewed,pr,pr
2019-02-08T01:05:28.409Z,2019-02-08 01:05:28,59.8716,149.8716,-152.2076,27.7924,81.3,1.7,ml,,,,0.49,ak,ak0191sil3n5,2019-02-08T01:10:18.539Z,"23km WNW of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-02-08T01:02:07.250Z,2019-02-08 01:02:07,40.4651667,130.4651667,-121.5215,58.4785,2.55,0.61,md,8,117,0.002806,0.05,nc,nc73138920,2019-02-08T17:04:04.246Z,"13km NNE of Mineral, CA",earthquake,0.44,0.23,0.221,8,reviewed,nc,nc
2019-02-08T01:01:43.413Z,2019-02-08 01:01:43,61.5719,151.5719,-149.7873,30.2127,31.3,1.5,ml,,,,0.6,ak,ak0191sik9xe,2019-02-08T01:10:18.170Z,"6km SSE of Houston, Alaska",earthquake,,0.1,,,automatic,ak,ak
2019-02-08T00:49:51.570Z,2019-02-08 00:49:52,38.8269997,128.8269997,-122.8541641,57.1458359,2.19,0.74,md,10,105,0.002185,0.02,nc,nc73138915,2019-02-08T01:11:02.955Z,"10km WNW of The Geysers, CA",earthquake,0.35,0.67,0.19,2,automatic,nc,nc
2019-02-08T00:49:41.200Z,2019-02-08 00:49:41,34.6983333,124.6983333,-116.2806667,63.7193333,2.29,2.46,ml,25,59,0.1076,0.14,ci,ci37524698,2019-02-08T18:32:00.620Z,"11km WSW of Ludlow, CA",earthquake,0.14,0.32,0.125,93,reviewed,ci,ci
2019-02-08T00:46:38.300Z,2019-02-08 00:46:38,33.4901667,123.4901667,-116.7861667,63.2138333,4.3,0.5,ml,24,56,0.02512,0.11,ci,ci37524690,2019-02-08T01:24:07.150Z,"9km NE of Aguanga, CA",earthquake,0.16,0.26,0.078,12,reviewed,ci,ci
2019-02-08T00:39:18.340Z,2019-02-08 00:39:18,52.3975,142.3975,-179.5437,0.4563,81.31,2.6,ml,,139,0.736,0.6,us,us2000jf5f,2019-02-09T02:52:22.040Z,"76km NE of Semisopochnoi Island, Alaska",earthquake,14.8,21.1,,,reviewed,us,ak
2019-02-08T00:38:54.270Z,2019-02-08 00:38:54,19.2535,109.2535,-68.72,111.28,44,1.8,md,3,241,0.4696,0.27,pr,pr2019039000,2019-02-08T06:24:01.180Z,"45km NE of Miches, Dominican Republic",earthquake,2.44,4.56,0.17,3,reviewed,pr,pr
2019-02-08T00:35:46.790Z,2019-02-08 00:35:47,37.4715004,127.4715004,-118.8050003,61.1949997,5.23,1.7,md,26,179,0.1199,0.04,nc,nc73138905,2019-02-08T01:32:04.342Z,"15km SW of Toms Place, CA",earthquake,0.37,1.39,0.25,19,automatic,nc,nc
2019-02-08T00:34:03.150Z,2019-02-08 00:34:03,-21.2257,68.7743,-68.9606,111.0394,122.97,4.1,mb,,85,0.524,0.52,us,us2000jf4x,2019-02-08T00:44:44.040Z,"137km N of Calama, Chile",earthquake,6.2,7.1,0.214,6,reviewed,us,us
2019-02-08T00:29:25.260Z,2019-02-08 00:29:25,40.8466682,130.8466682,-123.8424988,56.1575012,24.86,1.62,md,7,135,0.1449,0.08,nc,nc73138900,2019-02-08T01:11:04.956Z,"13km ESE of Blue Lake, CA",earthquake,0.86,2.85,,1,automatic,nc,nc
2019-02-08T00:06:51.850Z,2019-02-08 00:06:52,34.6976667,124.6976667,-116.2803333,63.7196667,2.26,2.45,ml,28,59,0.1073,0.15,ci,ci37524634,2019-02-08T18:23:42.690Z,"11km WSW of Ludlow, CA",earthquake,0.15,0.37,0.126,72,reviewed,ci,ci
2019-02-08T00:05:19.450Z,2019-02-08 00:05:19,51.7046,141.7046,178.1605,358.1605,121.27,4.1,mb,,189,2.914,0.75,us,us2000jf47,2019-02-08T00:52:22.043Z,"36km SW of Little Sitkin Island, Alaska",earthquake,8.3,15.8,0.057,85,reviewed,us,us
2019-02-08T00:03:37.600Z,2019-02-08 00:03:38,34.6996667,124.6996667,-116.2786667,63.7213333,2.31,2.36,ml,27,59,0.1062,0.15,ci,ci37524618,2019-02-08T18:31:27.623Z,"11km WSW of Ludlow, CA",earthquake,0.15,0.36,0.118,91,reviewed,ci,ci
2019-02-07T23:56:39.147Z,2019-02-07 23:56:39,62.9465,152.9465,-151.2159,28.7841,111.5,1.9,ml,,,,0.82,ak,ak0191r8g8sq,2019-02-08T00:00:21.054Z,"89km NW of Talkeetna, Alaska",earthquake,,1.4,,,automatic,ak,ak
2019-02-07T23:51:12.311Z,2019-02-07 23:51:12,61.365,151.365,-150.0768,29.9232,36.2,1.7,ml,,,,0.77,ak,ak0191r8f45b,2019-02-07T23:54:09.465Z,"18km NNW of Anchorage, Alaska",earthquake,,1.1,,,automatic,ak,ak
2019-02-07T23:45:53.456Z,2019-02-07 23:45:53,61.4956,151.4956,-149.91,30.09,32.3,1.9,ml,,,,0.57,ak,ak0191r8dx0j,2019-02-07T23:51:58.478Z,"3km SE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-07T23:43:32.183Z,2019-02-07 23:43:32,61.2875,151.2875,-150.9022,29.0978,54.7,2.3,ml,,,,0.65,ak,ak0191r8deaw,2019-02-08T00:00:25.040Z,"54km W of Anchorage, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-02-07T23:40:21.426Z,2019-02-07 23:40:21,38.7922,128.7922,-117.0768,62.9232,15.3,1.7,ml,10,125.45,0.092,0.3853,nn,nn00677186,2019-02-08T00:14:34.506Z,"73km E of Gabbs, Nevada",explosion,,0.6,0.22,9,reviewed,nn,nn
2019-02-07T23:34:06.470Z,2019-02-07 23:34:06,36.4708333,126.4708333,-121.0473333,58.9526667,2.66,1.92,md,35,77,0.05137,0.05,nc,nc73138880,2019-02-09T02:53:04.229Z,"11km SE of Pinnacles, CA",earthquake,0.16,0.61,0.271,30,reviewed,nc,nc
2019-02-07T23:33:24.720Z,2019-02-07 23:33:25,19.434,109.434,-68.4098,111.5902,39,3.2,md,7,340,1.4027,0.42,pr,pr2019038024,2019-02-09T03:05:49.040Z,"96km NNE of Punta Cana, Dominican Republic",earthquake,5.37,26.74,0.07,7,reviewed,pr,pr
2019-02-07T23:33:12.820Z,2019-02-07 23:33:13,40.5581667,130.5581667,-123.5416667,56.4583333,7.67,1.73,md,18,83,0.08294,0.15,nc,nc73138885,2019-02-08T01:43:04.136Z,"30km W of Hayfork, CA",earthquake,0.4,0.38,0.184,19,reviewed,nc,nc
2019-02-07T23:33:08.680Z,2019-02-07 23:33:09,45.83,135.83,-122.468,57.532,-1.31,1.14,ml,5,328,,0.11,uw,uw61511152,2019-02-08T18:20:41.550Z,"4km ENE of Lewisville, Washington",explosion,1.41,31.61,0.28489109,5,reviewed,uw,uw
2019-02-07T23:24:51.647Z,2019-02-07 23:24:52,60.0519,150.0519,-152.8694,27.1306,130.7,2.2,ml,,,,0.65,ak,ak0191r89eur,2019-02-07T23:35:43.545Z,"48km S of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-02-07T23:23:53.250Z,2019-02-07 23:23:53,35.1193333,125.1193333,-118.6575,61.3425,9.87,1.14,ml,9,128,0.1144,0.12,ci,ci37524594,2019-02-08T17:59:48.526Z,"18km ESE of Arvin, CA",earthquake,0.34,1.27,0.019,3,reviewed,ci,ci
2019-02-07T23:18:00.470Z,2019-02-07 23:18:00,33.3655,123.3655,-116.369,63.631,11.58,0.92,ml,20,148,0.0387,0.13,ci,ci37524586,2019-02-08T17:53:25.890Z,"12km N of Borrego Springs, CA",earthquake,0.28,0.58,0.16,12,reviewed,ci,ci
2019-02-07T23:15:37.990Z,2019-02-07 23:15:38,62.0735,152.0735,-147.8762,32.1238,30.9,1.4,ml,,,,1.27,ak,ak0191r87gc3,2019-02-07T23:20:09.273Z,"59km ENE of Sutton-Alpine, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-07T22:31:20.710Z,2019-02-07 22:31:21,38.8236656,128.8236656,-122.7921677,57.2078323,2.38,1.38,md,22,42,0.01373,0.04,nc,nc73138875,2019-02-08T01:41:04.124Z,"6km W of Cobb, CA",earthquake,0.24,0.44,0.14,7,automatic,nc,nc
2019-02-07T22:28:00.970Z,2019-02-07 22:28:01,15.6441,105.6441,120.7851,300.7851,156.49,4.3,mb,,117,7.141,0.75,us,us2000jf1v,2019-02-09T03:19:14.040Z,"1km SSW of Maturanoc, Philippines",earthquake,13,11.6,0.1,28,reviewed,us,us
2019-02-07T22:27:05.270Z,2019-02-07 22:27:05,38.8224983,128.8224983,-122.7919998,57.2080002,2.58,0.86,md,9,78,0.01415,0.02,nc,nc73138870,2019-02-07T22:42:04.129Z,"6km NNW of The Geysers, CA",earthquake,0.37,0.81,0.08,3,automatic,nc,nc
2019-02-07T22:26:20.480Z,2019-02-07 22:26:20,33.2335,123.2335,-116.7711667,63.2288333,11.86,0.58,ml,20,60,0.01069,0.16,ci,ci37524498,2019-02-08T17:43:48.250Z,"1km SW of Lake Henshaw, CA",earthquake,0.28,0.72,0.194,8,reviewed,ci,ci
2019-02-07T22:09:05.466Z,2019-02-07 22:09:05,61.4946,151.4946,-149.6435,30.3565,51.6,1.3,ml,,,,0.54,ak,ak0191r7knxu,2019-02-07T22:12:14.076Z,"3km SW of Knik-Fairview, Alaska",earthquake,,1,,,automatic,ak,ak
2019-02-07T22:06:33.670Z,2019-02-07 22:06:34,47.45133333,137.4513333,-122.3208333,57.6791667,25.52,1.03,ml,16,114,,0.24,uw,uw61511137,2019-02-08T18:16:35.500Z,"2km SE of Burien, Washington",earthquake,0.65,1.11,0.118511901,7,reviewed,uw,uw
2019-02-07T21:57:19.890Z,2019-02-07 21:57:20,34.706,124.706,-116.2888333,63.7111667,2.83,1.74,ml,13,84,0.1156,0.12,ci,ci37524466,2019-02-07T22:50:44.987Z,"12km W of Ludlow, CA",earthquake,0.24,0.56,0.155,26,reviewed,ci,ci
2019-02-07T21:56:35.330Z,2019-02-07 21:56:35,-10.6559,79.3441,-78.5115,101.4885,40.46,4.9,mb,,164,2.105,0.71,us,us2000jf12,2019-02-09T06:03:41.073Z,"74km W of Paramonga, Peru",earthquake,6.9,8.1,0.074,57,reviewed,us,us
2019-02-07T21:52:31.950Z,2019-02-07 21:52:32,61.4449,151.4449,-150.0377,29.9623,34.4,2,ml,,,,0.62,ak,ak0191r78i4x,2019-02-07T22:04:02.092Z,"9km SSW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-07T21:44:06.351Z,2019-02-07 21:44:06,61.3818,151.3818,-150.0889,29.9111,34.7,1.3,ml,,,,0.41,ak,ak0191r76qgr,2019-02-07T21:47:27.702Z,"17km SSW of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-07T21:34:11.630Z,2019-02-07 21:34:12,35.1487,125.1487,138.3446,318.3446,26.34,4.3,mb,,101,0.488,1.13,us,us2000jf56,2019-02-09T03:08:42.140Z,"19km N of Shizuoka-shi, Japan",earthquake,4.9,6.2,0.119,20,reviewed,us,us
2019-02-07T21:33:58.349Z,2019-02-07 21:33:58,38.3233,128.3233,-118.5248,61.4752,9.2,0.6,ml,5,192.63,0.074,0.0794,nn,nn00677148,2019-02-08T02:06:22.342Z,"23km SSE of Hawthorne, Nevada",earthquake,,8.7,0.04,2,reviewed,nn,nn
2019-02-07T21:21:14.360Z,2019-02-07 21:21:14,38.8226662,128.8226662,-122.8493347,57.1506653,1.65,1.02,md,9,105,0.01923,0.03,nc,nc73138860,2019-02-07T22:58:04.211Z,"10km WNW of The Geysers, CA",earthquake,0.36,0.57,0.02,3,automatic,nc,nc
2019-02-07T21:16:59.190Z,2019-02-07 21:16:59,33.948,123.948,-116.6636667,63.3363333,11.67,1.01,ml,23,61,0.07227,0.17,ci,ci37524426,2019-02-07T22:51:01.823Z,"12km ENE of Cabazon, CA",earthquake,0.34,0.86,0.198,24,reviewed,ci,ci
2019-02-07T21:15:46.130Z,2019-02-07 21:15:46,37.5736667,127.5736667,-118.8173333,61.1826667,4.08,0.57,md,12,277,0.01882,0.03,nc,nc73138850,2019-02-07T23:52:03.507Z,"12km W of Toms Place, CA",earthquake,1.26,0.44,0.24,11,reviewed,nc,nc
2019-02-07T21:13:47.250Z,2019-02-07 21:13:47,33.5143333,123.5143333,-116.7918333,63.2081667,3.98,0.42,ml,10,99,0.06833,0.1,ci,ci37524418,2019-02-07T22:51:05.904Z,"10km NE of Aguanga, CA",earthquake,0.3,0.69,0.118,7,reviewed,ci,ci
2019-02-07T21:08:50.020Z,2019-02-07 21:08:50,45.09,135.09,-122.4963333,57.5036667,-0.55,1.84,ml,10,83,,0.1,uw,uw61511127,2019-02-08T17:41:01.420Z,"8km SE of Molalla, Oregon",explosion,0.3,31.61,0.158050154,8,reviewed,uw,uw
2019-02-07T21:07:13.124Z,2019-02-07 21:07:13,36.8005,126.8005,-117.6864,62.3136,0,1.1,ml,14,201.93,0.434,0.2012,nn,nn00677145,2019-02-08T02:06:19.931Z,"39km ENE of Lone Pine, California",earthquake,,0,0.5,9,reviewed,nn,nn
2019-02-07T21:02:08.856Z,2019-02-07 21:02:09,64.9854,154.9854,-147.6219,32.3781,19.4,1.1,ml,,,,0.69,ak,ak0191r6xql1,2019-02-07T21:05:38.915Z,"16km NNE of College, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-07T21:00:26.770Z,2019-02-07 21:00:27,32.8191667,122.8191667,-117.0633333,62.9366667,-0.1,0.83,ml,26,110,0.07204,0.29,ci,ci37524386,2019-02-08T17:56:45.802Z,"7km NNW of La Mesa, CA",quarry blast,0.73,31.61,0.068,8,reviewed,ci,ci
2019-02-07T21:00:20.510Z,2019-02-07 21:00:21,46.08966667,136.0896667,-120.8946667,59.1053333,6.81,1.11,ml,16,80,,0.33,uw,uw61511122,2019-02-08T18:27:38.260Z,"30km N of Goldendale, Washington",earthquake,0.78,1.41,0.097373074,6,reviewed,uw,uw
2019-02-07T20:50:07.646Z,2019-02-07 20:50:08,63.1373,153.1373,-149.7768,30.2232,93.4,1.3,ml,,,,0.18,ak,ak0191r6ml98,2019-02-07T20:56:26.699Z,"50km SW of Cantwell, Alaska",earthquake,,2,,,automatic,ak,ak
2019-02-07T20:40:28.030Z,2019-02-07 20:40:28,40.4698333,130.4698333,-121.5193333,58.4806667,2.56,0.06,md,6,144,0.005706,0.05,nc,nc73138845,2019-02-07T23:23:04.360Z,"13km NNE of Mineral, CA",earthquake,0.57,0.32,0.146,5,reviewed,nc,nc
2019-02-07T20:39:20.031Z,2019-02-07 20:39:20,38.5386,128.5386,-118.5224,61.4776,7.9,0.4,ml,5,182.79,0.09,0.184,nn,nn00677230,2019-02-08T02:06:54.277Z,"9km E of Hawthorne, Nevada",earthquake,,9.5,0.22,2,reviewed,nn,nn
2019-02-07T20:32:27.150Z,2019-02-07 20:32:27,33.5045,123.5045,-116.7968333,63.2031667,3.39,1.2,ml,42,61,0.008381,0.18,ci,ci37524338,2019-02-07T22:53:21.460Z,"9km NE of Aguanga, CA",earthquake,0.19,0.48,0.141,28,reviewed,ci,ci
2019-02-07T20:29:57.260Z,2019-02-07 20:29:57,19.4961667,109.4961667,-155.6428333,24.3571667,-1.15,1.21,md,25,55,0.04479,0.15,hv,hv70803106,2019-02-08T19:04:25.010Z,"23km E of Honaunau-Napoopoo, Hawaii",earthquake,0.33,0.63,0.177,13,reviewed,hv,hv
2019-02-07T20:26:27.043Z,2019-02-07 20:26:27,64.9726,154.9726,-147.2683,32.7317,0.1,1.6,ml,,,,0.73,ak,ak0191r6hhkj,2019-02-07T20:31:30.617Z,"22km NNE of Badger, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-07T20:26:14.220Z,2019-02-07 20:26:14,18.5418,108.5418,-65.4915,114.5085,114,2.88,md,4,319,0.5362,0.38,pr,pr2019038023,2019-02-08T01:01:38.146Z,"29km NE of Fajardo, Puerto Rico",earthquake,8.99,5.2,0.16,3,reviewed,pr,pr
2019-02-07T20:23:39.320Z,2019-02-07 20:23:39,19.4415,109.4415,-65.543,114.457,63,3.11,md,4,331,1.5018,0.2,pr,pr2019038022,2019-02-08T01:00:54.962Z,"116km NNE of Vieques, Puerto Rico",earthquake,4.05,12.97,0.23,3,reviewed,pr,pr
2019-02-07T20:21:27.930Z,2019-02-07 20:21:28,34.7108333,124.7108333,-116.2836667,63.7163333,2.9,1.87,ml,15,75,0.1125,0.16,ci,ci37524330,2019-02-07T22:52:58.330Z,"11km W of Ludlow, CA",earthquake,0.3,0.75,0.157,27,reviewed,ci,ci
2019-02-07T20:21:25.235Z,2019-02-07 20:21:25,61.4853,151.4853,-150.1061,29.8939,50.2,1.3,ml,,,,0.45,ak,ak0191r6gevk,2019-02-07T20:25:38.484Z,"9km WSW of Big Lake, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-02-07T20:14:39.410Z,2019-02-07 20:14:39,34.6971667,124.6971667,-116.2831667,63.7168333,2.54,1.65,ml,13,86,0.1095,0.11,ci,ci37524314,2019-02-07T22:53:46.570Z,"12km WSW of Ludlow, CA",earthquake,0.2,0.41,0.136,28,reviewed,ci,ci
2019-02-07T20:13:37.120Z,2019-02-07 20:13:37,34.6975,124.6975,-116.2823333,63.7176667,2.19,2.2,ml,28,48,0.1089,0.13,ci,ci37524306,2019-02-08T17:21:54.920Z,"12km WSW of Ludlow, CA",earthquake,0.14,0.33,0.113,22,reviewed,ci,ci
2019-02-07T20:07:06.121Z,2019-02-07 20:07:06,60.3608,150.3608,-147.6962,32.3038,13.2,1.8,ml,,,,0.84,ak,ak0191r6ddei,2019-02-07T20:11:55.175Z,"71km SE of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-07T19:51:39.814Z,2019-02-07 19:51:40,38.3392,128.3392,-118.907,61.093,9.3,0.9,ml,6,186.36,0.328,0.0553,nn,nn00677132,2019-02-08T02:06:12.827Z,"29km ENE of Bridgeport, California",earthquake,,26.1,0,1,reviewed,nn,nn
2019-02-07T19:50:36.930Z,2019-02-07 19:50:37,34.7028333,124.7028333,-116.289,63.711,2.8,1.7,ml,18,58,0.1151,0.16,ci,ci37524282,2019-02-07T22:51:58.700Z,"12km W of Ludlow, CA",earthquake,0.27,0.66,0.127,26,reviewed,ci,ci
2019-02-07T19:50:02.449Z,2019-02-07 19:50:02,61.3255,151.3255,-149.9714,30.0286,44.7,1.1,ml,,,,0.41,ak,ak0191r6158a,2019-02-07T19:59:31.859Z,"12km NNW of Anchorage, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-02-07T19:47:08.520Z,2019-02-07 19:47:09,34.7376667,124.7376667,-116.4243333,63.5756667,-0.74,1.88,ml,16,65,0.1174,0.19,ci,ci37524290,2019-02-08T22:08:20.809Z,"24km W of Ludlow, CA",quarry blast,0.38,31.61,0.166,59,reviewed,ci,ci
2019-02-07T19:43:04.130Z,2019-02-07 19:43:04,19.3551667,109.3551667,-154.9893333,25.0106667,2.68,2.13,ml,46,197,0.07933,0.14,hv,hv70803011,2019-02-08T00:56:31.970Z,"14km SSW of Leilani Estates, Hawaii",earthquake,0.52,0.8,0.124,26,reviewed,hv,hv
2019-02-07T19:38:28.995Z,2019-02-07 19:38:29,60.344,150.344,-147.7566,32.2434,10.9,1.7,ml,,,,0.47,ak,ak0191r5ymph,2019-02-07T19:49:19.340Z,"69km SE of Whittier, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-07T19:33:27.520Z,2019-02-07 19:33:28,19.5153333,109.5153333,-155.6563333,24.3436667,4.94,1.01,md,10,127,0.02821,0.09,hv,hv70803001,2019-02-08T20:56:01.170Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.45,0.68,0.065,5,reviewed,hv,hv
2019-02-07T19:33:20.039Z,2019-02-07 19:33:20,62.0444,152.0444,-150.7212,29.2788,0,1.9,ml,,,,1.1,ak,ak0191r5xjel,2019-02-07T19:43:16.178Z,"44km SW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-07T19:32:53.360Z,2019-02-07 19:32:53,34.7066667,124.7066667,-116.2831667,63.7168333,2.3,2.85,ml,28,60,0.1111,0.15,ci,ci37524242,2019-02-08T17:46:10.300Z,"11km W of Ludlow, CA",earthquake,0.15,0.34,0.171,94,reviewed,ci,ci
2019-02-07T19:29:13.410Z,2019-02-07 19:29:13,33.4846667,123.4846667,-116.7835,63.2165,4.41,0.53,ml,22,105,0.03101,0.12,ci,ci37524234,2019-02-07T22:09:55.008Z,"9km ENE of Aguanga, CA",earthquake,0.22,0.28,0.103,9,reviewed,ci,ci
2019-02-07T19:24:18.034Z,2019-02-07 19:24:18,60.2698,150.2698,-152.5023,27.4977,93.9,2,ml,,,,0.79,ak,ak0191r5vlpm,2019-02-07T19:28:41.978Z,"27km SSE of Redoubt Volcano, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-02-07T19:16:54.897Z,2019-02-07 19:16:55,60.1585,150.1585,-152.3835,27.6165,24.5,2,ml,,,,1.53,ak,ak0191r5tyz6,2019-02-07T19:24:30.657Z,"41km SSE of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-02-07T19:13:29.940Z,2019-02-07 19:13:30,34.696,124.696,-116.2866667,63.7133333,2.5,1.95,ml,16,86,0.1122,0.14,ci,ci37524218,2019-02-07T22:54:16.830Z,"12km WSW of Ludlow, CA",earthquake,0.24,0.49,0.123,27,reviewed,ci,ci
2019-02-07T19:11:57.140Z,2019-02-07 19:11:57,33.617,123.617,-115.9541667,64.0458333,6.12,1.28,ml,36,53,0.04843,0.27,ci,ci37524210,2019-02-07T22:52:45.823Z,"10km N of North Shore, CA",earthquake,0.45,0.89,0.151,25,reviewed,ci,ci
2019-02-07T19:06:58.010Z,2019-02-07 19:06:58,18.4768333,108.4768333,-156.2968333,23.7031667,26.83,4.62,ml,75,308,,0.12,hv,hv70802976,2019-02-08T18:38:33.136Z,"85km SW of Hawaiian Ocean View, Hawaii",earthquake,0.72,1.6,0.159,53,reviewed,hv,hv
2019-02-07T19:06:08.888Z,2019-02-07 19:06:09,61.6446,151.6446,-146.722,33.278,20,1.5,ml,,,,1,ak,ak0191r5rq7w,2019-02-07T19:15:38.053Z,"60km NNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-07T19:03:58.836Z,2019-02-07 19:03:59,61.4531,151.4531,-149.9685,30.0315,35.2,1.6,ml,,,,0.52,ak,ak0191r5r6xc,2019-02-07T19:15:37.679Z,"7km S of Big Lake, Alaska",earthquake,,7.1,,,automatic,ak,ak
2019-02-07T18:56:25.669Z,2019-02-07 18:56:26,61.3404,151.3404,-150.0345,29.9655,38,2.1,ml,,,,0.85,ak,ak0191r5h1ol,2019-02-07T19:05:23.427Z,"15km NNW of Anchorage, Alaska",earthquake,,0.9,,,automatic,ak,ak
