time,ntime,latitude,nlatitude,longitude,nlongitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-02-04T03:42:21.320Z,2019-02-04 03:42:21,37.4621667,127.4621667,-118.8266667,61.1733333,2.06,1.5,md,25,134,0.1223,0.06,nc,nc73139406,2019-02-05T21:45:04.605Z,"17km SW of Toms Place, CA",earthquake,0.25,1.57,0.291,23,reviewed,nc,nc
2019-02-04T03:26:46.550Z,2019-02-04 03:26:47,37.6381667,127.6381667,-118.8116667,61.1883333,2.79,1.18,md,15,130,0.01922,0.04,nc,nc73139401,2019-02-04T23:29:03.669Z,"14km NW of Toms Place, CA",earthquake,0.45,0.3,0.179,14,reviewed,nc,nc
2019-02-04T03:14:21.770Z,2019-02-04 03:14:22,51.9071,141.9071,-167.0965,12.9035,10,2.6,ml,,318,1.585,0.36,us,us2000jdb9,2019-02-06T00:34:12.040Z,"166km SE of Nikolski, Alaska",earthquake,7.4,2,,,reviewed,us,ak
2019-02-04T03:05:07.650Z,2019-02-04 03:05:08,37.6388333,127.6388333,-118.8101667,61.1898333,2.4,0.7,md,11,131,0.02043,0.02,nc,nc73139396,2019-02-04T20:21:04.601Z,"14km NW of Toms Place, CA",earthquake,0.42,0.48,0.184,10,reviewed,nc,nc
2019-02-04T02:53:47.686Z,2019-02-04 02:53:48,65.127,155.127,-148.6485,31.3515,15.7,1.2,ml,,,,0.44,ak,ak0191lxbh4k,2019-02-04T02:58:34.313Z,"43km NW of Ester, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-02-04T02:53:34.170Z,2019-02-04 02:53:34,35.9766667,125.9766667,-117.6713333,62.3286667,2.83,0.73,ml,11,64,0.03336,0.08,ci,ci38217303,2019-02-04T18:56:25.827Z,"22km ENE of Little Lake, CA",earthquake,0.16,0.52,0.142,5,reviewed,ci,ci
2019-02-04T02:49:17.510Z,2019-02-04 02:49:18,19.4935,109.4935,-65.2936,114.7064,40,2.87,md,11,329,1.4237,0.35,pr,pr2019035003,2019-02-08T04:16:35.949Z,"121km NNE of Vieques, Puerto Rico",earthquake,3.34,21.83,0.45,9,reviewed,pr,pr
2019-02-04T02:24:20.433Z,2019-02-04 02:24:20,59.8451,149.8451,-152.8879,27.1121,102.1,1.7,ml,,,,0.47,ak,ak0191lx57mu,2019-02-04T19:56:00.769Z,"59km W of Anchor Point, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2019-02-04T02:17:13.830Z,2019-02-04 02:17:14,37.4965,127.4965,-118.8461667,61.1538333,3.65,0.93,md,10,238,0.09434,0.04,nc,nc73139391,2019-02-04T18:20:04.874Z,"16km WSW of Toms Place, CA",earthquake,0.87,2.41,0.194,10,reviewed,nc,nc
2019-02-04T02:02:49.695Z,2019-02-04 02:02:50,61.6819,151.6819,-147.2139,32.7861,19.9,1.8,ml,,,,1.08,ak,ak0191lx0jre,2019-02-04T02:07:32.067Z,"76km NW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-04T02:01:37.280Z,2019-02-04 02:01:37,47.5606,137.5606,-70.4146,109.5854,19.19,2.7,mb_lg,,100,0.061,0.53,us,us2000jdhg,2019-02-05T05:01:54.040Z,"14km NNE of Baie-Saint-Paul, Canada",earthquake,3.1,4.6,,,reviewed,us,ott
2019-02-04T02:01:28.470Z,2019-02-04 02:01:28,37.6358333,127.6358333,-118.8115,61.1885,3.12,3,md,30,54,0.01947,0.04,nc,nc73139386,2019-02-06T19:29:10.204Z,"14km NW of Toms Place, CA",earthquake,0.26,0.32,0.186,41,reviewed,nc,nc
2019-02-04T01:40:12.610Z,2019-02-04 01:40:13,47.06433333,137.0643333,-122.2691667,57.7308333,64.7,1.19,ml,20,57,,0.14,uw,uw61510676,2019-02-04T23:32:07.800Z,"2km NE of Graham, Washington",earthquake,0.56,0.69,0.191238689,12,reviewed,uw,uw
2019-02-04T01:38:07.740Z,2019-02-04 01:38:08,46.5777,136.5777,149.5055,329.5055,193.94,4.1,mb,,169,5.457,0.59,us,us2000jd0f,2019-02-04T04:00:19.040Z,"195km NE of Kuril'sk, Russia",earthquake,14.6,9.6,0.049,112,reviewed,us,us
2019-02-04T01:36:46.671Z,2019-02-04 01:36:47,61.4069,151.4069,-150.0415,29.9585,33.2,1.6,ml,,,,0.52,ak,ak0191lwme9n,2019-02-04T01:40:05.394Z,"13km SSW of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-04T01:35:24.600Z,2019-02-04 01:35:25,5.0636,95.0636,127.4441,307.4441,112.51,4.7,mb,,55,2.722,0.7,us,us2000jd01,2019-02-06T16:32:07.689Z,"200km SE of Pondaguitan, Philippines",earthquake,8.7,7.1,0.061,81,reviewed,us,us
2019-02-04T01:34:32.140Z,2019-02-04 01:34:32,43.8178333,133.8178333,-111.001,68.999,10.88,1.92,ml,19,101,0.181,0.32,mb,mb80334819,2019-02-04T16:45:26.050Z,"13km NE of Driggs, Idaho",earthquake,0.81,1.91,0.136,13,reviewed,mb,mb
2019-02-04T01:32:33.570Z,2019-02-04 01:32:34,18.1071,108.1071,-66.7735,113.2265,13,1.92,md,9,132,0.1792,0.4,pr,pr2019035001,2019-02-04T05:38:15.413Z,"5km NNW of Santo Domingo, Puerto Rico",earthquake,0.77,1,0.33,9,reviewed,pr,pr
2019-02-04T01:28:27.686Z,2019-02-04 01:28:28,61.8701,151.8701,-149.9629,30.0371,38.5,1.9,ml,,,,0.64,ak,ak0191lwkn2p,2019-02-04T06:38:27.418Z,"14km NNE of Willow, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-02-04T01:19:35.450Z,2019-02-04 01:19:35,-3.3984,86.6016,145.1239,325.1239,10,4.7,mb,,127,2.613,1.07,us,us2000jczx,2019-02-04T01:49:30.040Z,"138km ENE of Angoram, Papua New Guinea",earthquake,8.8,1.8,0.126,19,reviewed,us,us
2019-02-04T01:15:52.580Z,2019-02-04 01:15:53,19.2926,109.2926,-68.3261,111.6739,50,2.22,md,3,299,0.7807,0.37,pr,pr2019035000,2019-02-04T05:38:03.773Z,"79km N of Punta Cana, Dominican Republic",earthquake,8.87,18.84,0.33,3,reviewed,pr,pr
2019-02-04T01:14:20.735Z,2019-02-04 01:14:21,40.2755,130.2755,-119.7995,60.2005,7.8,1.9,ml,9,244.63,0.593,0.1608,nn,nn00676768,2019-02-05T02:05:04.274Z,"49km SW of Gerlach-Empire, Nevada",earthquake,,6.6,0.34,4,reviewed,nn,nn
2019-02-04T01:13:09.320Z,2019-02-04 01:13:09,37.6651667,127.6651667,-118.8588333,61.1411667,2.77,0.32,md,9,158,0.03271,0.06,nc,nc73139381,2019-02-04T20:01:04.480Z,"11km ENE of Mammoth Lakes, CA",earthquake,0.49,31.61,0.093,9,reviewed,nc,nc
2019-02-04T01:13:01.750Z,2019-02-04 01:13:02,33.5216667,123.5216667,-116.7993333,63.2006667,4.06,0.9,ml,30,52,0.009311,0.17,ci,ci38217271,2019-02-04T14:27:04.840Z,"11km NE of Aguanga, CA",earthquake,0.25,0.51,0.165,25,reviewed,ci,ci
2019-02-04T01:06:35.110Z,2019-02-04 01:06:35,19.1603333,109.1603333,-155.4151667,24.5848333,36.4,1.76,md,30,199,0.04465,0.11,hv,hv70796911,2019-02-04T19:25:00.580Z,"8km SE of Pahala, Hawaii",earthquake,0.88,0.8,0.049,14,reviewed,hv,hv
2019-02-04T01:00:30.680Z,2019-02-04 01:00:31,46.8818333,136.8818333,-112.624,67.376,11.84,1.06,ml,5,111,0.077,0.08,mb,mb80335024,2019-02-05T00:19:52.280Z,"9km SSE of Lincoln, Montana",earthquake,0.44,1.11,0.085,2,reviewed,mb,mb
2019-02-04T00:44:22.160Z,2019-02-04 00:44:22,52.1061,142.1061,173.8787,353.8787,14.07,4.4,mb,,193,5.549,1.01,us,us2000jczl,2019-02-04T01:00:54.040Z,"70km SSW of Shemya Island, Alaska",earthquake,12.8,7,0.053,104,reviewed,us,us
2019-02-04T00:43:26.210Z,2019-02-04 00:43:26,46.8876667,136.8876667,-112.4845,67.5155,11.91,0.82,ml,6,118,0.136,0.04,mb,mb80335019,2019-02-05T00:07:07.540Z,"16km ESE of Lincoln, Montana",earthquake,0.37,1,0.007,2,reviewed,mb,mb
2019-02-04T00:43:17.270Z,2019-02-04 00:43:17,38.8216667,128.8216667,-122.7961655,57.2038345,5.37,0.91,md,12,68,0.011,0.06,nc,nc73139075,2019-02-08T01:48:39.031Z,"6km NW of The Geysers, CA",earthquake,0.62,2.08,0.04,14,automatic,nc,nc
2019-02-04T00:41:46.607Z,2019-02-04 00:41:47,64.9314,154.9314,-147.2897,32.7103,0,1.4,ml,,,,0.71,ak,ak0191lw218r,2019-02-04T00:51:12.638Z,"18km NE of Badger, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-04T00:40:38.337Z,2019-02-04 00:40:38,64.0578,154.0578,-150.118,29.882,19.5,1.1,ml,,,,0.36,ak,ak0191lw1svt,2019-02-04T00:43:39.956Z,"60km WNW of Healy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-04T00:25:35.003Z,2019-02-04 00:25:35,36.3429,126.3429,-116.8627,63.1373,0,0.2,ml,5,211.46,0.124,0.1388,nn,nn00676765,2019-02-05T02:05:02.459Z,"63km S of Beatty, Nevada",earthquake,,0,0.44,2,reviewed,nn,nn
2019-02-04T00:23:13.028Z,2019-02-04 00:23:13,61.369,151.369,-146.8206,33.1794,22.3,1.9,ml,,,,0.61,ak,ak0191lvy3r2,2019-02-04T00:27:26.089Z,"36km NW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-04T00:22:48.370Z,2019-02-04 00:22:48,33.4946667,123.4946667,-116.7915,63.2085,6.38,1.47,ml,56,35,0.01914,0.18,ci,ci38217255,2019-02-04T14:27:10.010Z,"9km NE of Aguanga, CA",earthquake,0.17,0.48,0.13,26,reviewed,ci,ci
2019-02-04T00:19:10.275Z,2019-02-04 00:19:10,60.9148,150.9148,-147.5823,32.4177,19.2,2.1,ml,,,,0.7,ak,ak0191lvx8oc,2019-02-04T00:25:45.010Z,"61km ENE of Whittier, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-04T00:15:17.650Z,2019-02-04 00:15:18,33.1696667,123.1696667,-115.653,64.347,3.68,1.44,ml,16,59,0.02884,0.2,ci,ci38217247,2019-02-04T18:51:17.468Z,"14km WNW of Calipatria, CA",earthquake,0.36,0.33,0.227,23,reviewed,ci,ci
2019-02-04T00:10:05.256Z,2019-02-04 00:10:05,61.3818,151.3818,-150.0648,29.9352,34.7,1.9,ml,,,,0.41,ak,ak0191lvvaul,2019-02-04T00:13:11.144Z,"16km SSW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-04T00:06:02.590Z,2019-02-04 00:06:03,33.1635,123.1635,-115.6478333,64.3521667,5.53,1.72,ml,33,44,0.03038,0.19,ci,ci38217239,2019-02-04T21:09:58.976Z,"13km WNW of Calipatria, CA",earthquake,0.22,0.44,0.163,34,reviewed,ci,ci
2019-02-04T00:05:58.490Z,2019-02-04 00:05:58,33.476,123.476,-116.4258333,63.5741667,6.46,0.42,ml,20,142,0.04727,0.14,ci,ci37204252,2019-02-04T21:20:23.012Z,"23km SSW of La Quinta, CA",earthquake,0.29,0.51,0.017,3,reviewed,ci,ci
2019-02-04T00:05:06.510Z,2019-02-04 00:05:07,40.3031667,130.3031667,-124.4968333,55.5031667,7.64,3.46,mw,27,250,0.1614,0.16,nc,nc73139371,2019-02-05T05:11:03.652Z,"18km W of Petrolia, CA",earthquake,0.37,0.55,,5,reviewed,nc,nc
2019-02-03T23:52:56.490Z,2019-02-03 23:52:56,33.171,123.171,-115.6515,64.3485,3.18,1.47,ml,26,61,0.02711,0.21,ci,ci38217231,2019-02-04T19:26:02.780Z,"14km WNW of Calipatria, CA",earthquake,0.25,0.34,0.26,18,reviewed,ci,ci
2019-02-03T23:46:42.592Z,2019-02-03 23:46:43,60.8928,150.8928,-147.4041,32.5959,21.4,1.5,ml,,,,0.64,ak,ak0191km8pxa,2019-02-03T23:50:25.846Z,"62km WSW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-03T23:45:18.050Z,2019-02-03 23:45:18,47.70933333,137.7093333,-123.2416667,56.7583333,0.32,1.19,ml,12,52,,0.22,uw,uw61510661,2019-02-04T23:07:41.230Z,"31km WNW of Seabeck, Washington",earthquake,0.41,0.94,0.127743202,6,reviewed,uw,uw
2019-02-03T23:43:21.810Z,2019-02-03 23:43:22,40.307,130.307,-124.4965,55.5035,7.66,4.07,mw,30,250,0.1607,0.2,nc,nc73139366,2019-02-05T06:12:21.432Z,"18km W of Petrolia, CA",earthquake,0.58,0.67,,4,reviewed,nc,nc
2019-02-03T23:41:27.530Z,2019-02-03 23:41:28,38.2535,128.2535,-122.1803333,57.8196667,9.01,2.05,md,33,51,0.03877,0.1,nc,nc73139361,2019-02-08T01:57:04.504Z,"2km W of Green Valley, CA",earthquake,0.18,0.39,0.166,28,reviewed,nc,nc
2019-02-03T23:38:54.660Z,2019-02-03 23:38:55,33.1661667,123.1661667,-115.6463333,64.3536667,4.93,1.28,ml,12,57,0.02614,0.19,ci,ci38217223,2019-02-04T18:40:57.363Z,"13km WNW of Calipatria, CA",earthquake,0.33,0.55,0.298,13,reviewed,ci,ci
2019-02-03T23:33:48.060Z,2019-02-03 23:33:48,46.8898333,136.8898333,-112.6423333,67.3576667,14.95,0.83,ml,4,188,0.066,0.04,mb,mb80335014,2019-02-05T00:01:29.940Z,"7km SSE of Lincoln, Montana",earthquake,1.79,1.49,0.105,2,reviewed,mb,mb
2019-02-03T23:31:43.580Z,2019-02-03 23:31:44,37.5961667,127.5961667,-119.0013333,60.9986667,1.67,0.28,md,8,195,0.02295,0.03,nc,nc73139356,2019-02-04T19:35:03.319Z,"5km SSW of Mammoth Lakes, CA",earthquake,0.58,31.61,0.165,6,reviewed,nc,nc
2019-02-03T23:30:48.379Z,2019-02-03 23:30:48,60.1209,150.1209,-152.5043,27.4957,97,2.1,ml,,,,0.55,ak,ak0191km5b7l,2019-02-03T23:39:42.954Z,"42km SSE of Redoubt Volcano, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-02-03T23:20:44.250Z,2019-02-03 23:20:44,62.8668,152.8668,-150.3041,29.6959,84.6,1.7,ml,,,,0.72,ak,ak0191km35fl,2019-02-03T23:28:19.714Z,"61km N of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-02-03T23:13:21.670Z,2019-02-03 23:13:22,40.3031667,130.3031667,-124.4956667,55.5043333,7.36,3.11,ml,26,250,0.1605,0.16,nc,nc73139351,2019-02-05T04:40:04.477Z,"18km W of Petrolia, CA",earthquake,0.4,0.49,0.212,17,reviewed,nc,nc
2019-02-03T23:12:37.710Z,2019-02-03 23:12:38,18.2651,108.2651,-66.2821,113.7179,57,2.28,md,15,124,0.2033,0.25,pr,pr2019034013,2019-02-04T05:43:03.040Z,"5km SW of Naranjito, Puerto Rico",earthquake,0.88,0.85,0.46,14,reviewed,pr,pr
2019-02-03T23:10:18.440Z,2019-02-03 23:10:18,33.4873333,123.4873333,-116.4418333,63.5581667,11.8,0.84,ml,21,148,0.1022,0.16,ci,ci38217215,2019-02-04T14:26:35.426Z,"23km ESE of Anza, CA",earthquake,0.41,0.64,0.139,17,reviewed,ci,ci
2019-02-03T23:10:18.230Z,2019-02-03 23:10:18,36.4406,126.4406,71.2919,251.2919,115.4,4.1,mb,,76,1.126,0.83,us,us2000jcyb,2019-02-04T00:18:02.040Z,"34km SW of Ashkasham, Afghanistan",earthquake,6.8,10.9,0.197,7,reviewed,us,us
2019-02-03T23:10:01.310Z,2019-02-03 23:10:01,40.3075,130.3075,-124.488,55.512,6.64,2.36,md,16,254,0.1541,0.1,nc,nc73139341,2019-02-06T05:27:04.482Z,"17km W of Petrolia, CA",earthquake,0.56,0.69,0.157,12,reviewed,nc,nc
2019-02-03T23:09:36.558Z,2019-02-03 23:09:37,69.7006,159.7006,-143.3777,36.6223,14.9,2,ml,,,,1.22,ak,ak0191km0ryv,2019-02-03T23:18:56.882Z,"49km S of Kaktovik, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-03T23:01:37.720Z,2019-02-03 23:01:38,46.45666667,136.4566667,-121.259,58.741,5.08,1.31,ml,14,121,,0.23,uw,uw61510651,2019-02-04T22:10:43.460Z,"35km ESE of Packwood, Washington",earthquake,0.55,1.08,0.336831908,6,reviewed,uw,uw
2019-02-03T23:00:04.050Z,2019-02-03 23:00:04,46.8878333,136.8878333,-112.4875,67.5125,12.67,1.12,ml,6,117,0.134,0.05,mb,mb80335004,2019-02-04T23:45:13.050Z,"16km ESE of Lincoln, Montana",earthquake,0.37,1.54,0.039,2,reviewed,mb,mb
2019-02-03T22:44:33.938Z,2019-02-03 22:44:34,63.336,153.336,-145.278,34.722,6.8,0.9,ml,,,,0.94,ak,ak0191klmu81,2019-02-03T22:47:57.952Z,"59km S of Deltana, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-02-03T22:33:45.421Z,2019-02-03 22:33:45,63.3498,153.3498,-145.4058,34.5942,4.7,1.3,ml,,,,0.86,ak,ak0191klki8f,2019-02-03T22:45:16.970Z,"58km S of Deltana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-02-03T22:18:12.650Z,2019-02-03 22:18:13,40.2893333,130.2893333,-124.4741667,55.5258333,7.33,4.45,mw,26,250,0.147,0.17,nc,nc73139336,2019-02-06T21:01:46.055Z,"16km WSW of Petrolia, CA",earthquake,0.56,0.54,,4,reviewed,nc,nc
2019-02-03T22:08:53.390Z,2019-02-03 22:08:53,38.7636681,128.7636681,-122.7080002,57.2919998,2.92,1.21,md,6,223,0.00817,0.04,nc,nc73139080,2019-02-08T02:46:05.484Z,"2km SW of Anderson Springs, CA",earthquake,1.2,1.46,0.13,6,automatic,nc,nc
2019-02-03T21:47:59.440Z,2019-02-03 21:47:59,18.4286667,108.4286667,-156.2365,23.7635,31.02,2.79,ml,52,311,0.7684,0.1,hv,hv70796741,2019-02-05T19:53:30.478Z,"134km SSW of Hawaiian Ocean View, Hawaii",earthquake,0.79,1.83,0.089,13,reviewed,hv,hv
2019-02-03T21:42:38.560Z,2019-02-03 21:42:39,46.8841667,136.8841667,-112.6453333,67.3546667,15.14,1.24,ml,6,80,0.072,0.05,mb,mb80334994,2019-02-04T22:11:20.470Z,"8km SSE of Lincoln, Montana",earthquake,0.54,0.95,0.294,3,reviewed,mb,mb
2019-02-03T21:39:56.480Z,2019-02-03 21:39:56,40.3035,130.3035,-124.4771667,55.5228333,7.59,2.5,md,21,250,0.1465,0.08,nc,nc73139331,2019-02-06T05:12:03.395Z,"16km W of Petrolia, CA",earthquake,0.55,0.31,0.135,21,reviewed,nc,nc
2019-02-03T21:38:03.060Z,2019-02-03 21:38:03,46.8818333,136.8818333,-112.6488333,67.3511667,14.06,1.34,ml,7,82,0.074,0.05,mb,mb80334814,2019-02-04T16:50:33.130Z,"8km SSE of Lincoln, Montana",earthquake,0.44,0.81,0.006,3,reviewed,mb,mb
2019-02-03T21:24:55.400Z,2019-02-03 21:24:55,19.3875,109.3875,-68.1858,111.8142,98,3.12,md,9,238,0.8952,0.3,pr,pr2019034012,2019-02-04T01:22:17.586Z,"92km NNE of Punta Cana, Dominican Republic",earthquake,4.31,5.89,0.32,9,reviewed,pr,pr
2019-02-03T21:21:26.900Z,2019-02-03 21:21:27,19.4064999,109.4064999,-155.2828369,24.7171631,0.3,1.87,md,9,82,0.01117,0.14,hv,hv70796691,2019-02-03T21:24:25.340Z,"5km WSW of Volcano, Hawaii",earthquake,0.25,0.67,0.46,4,automatic,hv,hv
2019-02-03T21:09:30.035Z,2019-02-03 21:09:30,61.3994,151.3994,-150.0988,29.9012,34.7,1.4,ml,,,,0.7,ak,ak0191kktw97,2019-02-03T21:12:24.591Z,"15km SSW of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-03T21:03:54.960Z,2019-02-03 21:03:55,38.7698333,128.7698333,-122.736,57.264,1.41,1.74,md,24,65,0.0134,0.07,nc,nc73139326,2019-02-07T22:17:03.903Z,"2km ESE of The Geysers, CA",earthquake,0.23,0.38,0.31,6,reviewed,nc,nc
2019-02-03T21:00:37.570Z,2019-02-03 21:00:38,44.2198333,134.2198333,-112.9141667,67.0858333,9.67,1.77,ml,13,150,0.112,0.09,mb,mb80334809,2019-02-04T17:02:42.020Z,"52km SSW of Lima, Montana",earthquake,0.59,0.35,0.218,4,reviewed,mb,mb
2019-02-03T20:55:55.910Z,2019-02-03 20:55:56,33.494,123.494,-116.7921667,63.2078333,3.71,0.53,ml,21,50,0.01956,0.09,ci,ci38217207,2019-02-04T18:09:43.356Z,"9km NE of Aguanga, CA",earthquake,0.15,0.25,0.086,10,reviewed,ci,ci
2019-02-03T20:55:05.130Z,2019-02-03 20:55:05,40.3145,130.3145,-124.4846667,55.5153333,6.67,2.35,md,13,251,0.151,0.07,nc,nc73139321,2019-02-06T04:57:05.307Z,"17km W of Petrolia, CA",earthquake,0.39,0.92,0.163,12,reviewed,nc,nc
2019-02-03T20:41:16.460Z,2019-02-03 20:41:16,19.5731,109.5731,-68.4023,111.5977,14,2.64,md,3,271,1.0594,0.15,pr,pr2019034011,2019-02-04T01:21:30.260Z,"94km NE of Miches, Dominican Republic",earthquake,3.86,10.59,0.67,3,reviewed,pr,pr
2019-02-03T20:40:23.190Z,2019-02-03 20:40:23,46.8876667,136.8876667,-112.6471667,67.3528333,14.87,1.34,ml,6,123,0.068,0.05,mb,mb80334804,2019-02-04T17:07:56.800Z,"7km SSE of Lincoln, Montana",earthquake,0.55,1.09,0.124,3,reviewed,mb,mb
2019-02-03T20:32:46.310Z,2019-02-03 20:32:46,46.8891667,136.8891667,-112.6583333,67.3416667,13.81,2.3,ml,9,71,0.066,0.12,mb,mb80334799,2019-02-04T14:59:37.550Z,"7km SSE of Lincoln, Montana",earthquake,0.43,1,0.076,4,reviewed,mb,mb
2019-02-03T20:29:40.334Z,2019-02-03 20:29:40,58.9356,148.9356,-153.7404,26.2596,55.2,1.6,ml,,,,1.27,ak,ak0191kkcrrd,2019-02-03T20:34:05.726Z,"112km SE of Old Iliamna, Alaska",earthquake,,1.2,,,automatic,ak,ak
2019-02-03T20:23:17.957Z,2019-02-03 20:23:18,53.8817,143.8817,-167.1395,12.8605,35,1.7,ml,,,,0.64,ak,ak0191kkbfza,2019-02-03T23:16:15.692Z,"39km W of Unalaska, Alaska",other event,,0.5,,,reviewed,ak,ak
2019-02-03T20:05:28.470Z,2019-02-03 20:05:28,19.4876667,109.4876667,-155.409,24.591,0.44,2.35,ml,31,106,0.02236,0.11,hv,hv70796591,2019-02-04T19:03:59.550Z,"19km WNW of Volcano, Hawaii",earthquake,0.37,0.27,0.172,14,reviewed,hv,hv
2019-02-03T20:01:52.770Z,2019-02-03 20:01:53,46.8971667,136.8971667,-112.6466667,67.3533333,15.05,2.15,ml,8,79,0.059,0.09,mb,mb80334844,2019-02-04T15:33:44.900Z,"6km SSE of Lincoln, Montana",earthquake,0.36,0.5,0.206,5,reviewed,mb,mb
2019-02-03T20:01:21.800Z,2019-02-03 20:01:22,46.894,136.894,-112.6505,67.3495,15.39,1.78,ml,7,75,0.062,0.09,mb,mb80334794,2019-02-04T15:23:02.990Z,"7km SSE of Lincoln, Montana",earthquake,0.41,0.58,0.011,3,reviewed,mb,mb
2019-02-03T19:57:20.100Z,2019-02-03 19:57:20,19.3248333,109.3248333,-155.1755,24.8245,6.86,0.89,md,22,96,0.05464,0.06,hv,hv70796576,2019-02-05T01:08:33.790Z,"13km SSE of Volcano, Hawaii",earthquake,0.36,1.1,0.141,9,reviewed,hv,hv
2019-02-03T19:42:34.880Z,2019-02-03 19:42:35,19.447834,109.447834,-155.6029968,24.3970032,-1.08,1.82,ml,16,89,0.00398,0.16,hv,hv70796561,2019-02-03T19:48:15.820Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake,0.39,0.37,0.27,3,automatic,hv,hv
2019-02-03T19:41:37.190Z,2019-02-03 19:41:37,36.0076667,126.0076667,-117.8058333,62.1941667,1.47,1.07,ml,18,70,0.03726,0.12,ci,ci38217199,2019-02-04T19:18:12.617Z,"12km NE of Little Lake, CA",earthquake,0.16,0.2,0.178,13,reviewed,ci,ci
2019-02-03T19:41:04.760Z,2019-02-03 19:41:05,41.7653333,131.7653333,-111.6741667,68.3258333,12.86,0.59,md,6,176,0.07829,0.05,uu,uu60017224,2019-02-04T19:17:51.860Z,"10km E of North Logan, Utah",earthquake,0.8,1.27,0.341,3,reviewed,uu,uu
2019-02-03T19:40:50.970Z,2019-02-03 19:40:51,41.7743333,131.7743333,-111.6628333,68.3371667,13.14,0.81,md,7,181,0.08202,0.09,uu,uu60311282,2019-02-04T19:13:40.510Z,"11km E of North Logan, Utah",earthquake,0.88,1.37,0.238,5,reviewed,uu,uu
2019-02-03T19:31:55.240Z,2019-02-03 19:31:55,38.7726669,128.7726669,-122.7333298,57.2666702,2.69,0.98,md,9,113,0.01088,0.12,nc,nc73139020,2019-02-08T01:47:32.630Z,"2km ESE of The Geysers, CA",earthquake,0.81,1.45,0.15,10,automatic,nc,nc
2019-02-03T19:28:29.150Z,2019-02-03 19:28:29,19.1919994,109.1919994,-155.6921692,24.3078308,-1.06,1.83,md,41,74,0.06032,0.21,hv,hv70796541,2019-02-03T19:34:12.660Z,"15km NNE of Hawaiian Ocean View, Hawaii",earthquake,0.43,0.21,0.09,12,automatic,hv,hv
2019-02-03T19:20:17.976Z,2019-02-03 19:20:18,38.3231,128.3231,-118.5219,61.4781,9.4,0.7,ml,7,114.99,0.073,0.0739,nn,nn00676729,2019-02-04T02:06:04.090Z,"24km SSE of Hawthorne, Nevada",earthquake,,2.6,0.02,2,reviewed,nn,nn
2019-02-03T19:13:20.115Z,2019-02-03 19:13:20,61.4133,151.4133,-150.0674,29.9326,34.9,1.6,ml,,,,0.75,ak,ak0191kjnv52,2019-02-03T19:20:09.120Z,"13km SSW of Big Lake, Alaska",earthquake,,0.1,,,automatic,ak,ak
2019-02-03T19:12:17.160Z,2019-02-03 19:12:17,44.561,134.561,-114.294,65.706,10.09,1.57,ml,9,110,0.682,0.2,mb,mb80334789,2019-02-04T17:14:00.660Z,"7km NW of Challis, Idaho",earthquake,1.22,2.58,0.193,6,reviewed,mb,mb
2019-02-03T19:05:20.697Z,2019-02-03 19:05:21,61.49,151.49,-149.9278,30.0722,32.6,1.2,ml,,,,0.61,ak,ak0191kjm5gl,2019-02-03T19:09:15.962Z,"3km SSE of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-02-03T18:58:56.720Z,2019-02-03 18:58:57,19.4213333,109.4213333,-155.28,24.72,-0.05,1.5,ml,15,125,0.004102,0.07,hv,hv70796521,2019-02-04T19:07:16.040Z,"4km WSW of Volcano, Hawaii",earthquake,0.33,0.23,0.085,3,reviewed,hv,hv
2019-02-03T18:53:44.890Z,2019-02-03 18:53:45,40.4675,130.4675,-121.5201667,58.4798333,3.18,1.39,md,8,122,0.003666,0.04,nc,nc73139316,2019-02-04T18:53:04.053Z,"13km NNE of Mineral, CA",earthquake,0.53,0.35,0.164,7,reviewed,nc,nc
2019-02-03T18:51:47.240Z,2019-02-03 18:51:47,36.0138333,126.0138333,-117.8061667,62.1938333,1.76,0.58,ml,6,126,0.03505,0.04,ci,ci38217191,2019-02-04T17:59:51.170Z,"12km NE of Little Lake, CA",earthquake,0.16,0.16,0.299,4,reviewed,ci,ci
